word,value
olduğu için,-0.5341688394546509
abartıldığı değil,-0.9946908354759216
farklı ürün,0.5603847503662109
3 yıldız,0.9875260591506958
satıcısından aldım,0.9435914158821106
vermeye gerek,0.577184796333313
şarj etmiyor,-0.9983330368995667
ürün kırık,-0.9978164434432983
selpak ,-0.4451052248477936
diş macunu,0.7341473698616028
ter kokusu,-0.989456832408905
sekilde geldi,0.0
geldi paketleme,0.9906564354896545
göre iyi,0.520201563835144
kargo poşetine,0.928390383720398
dün sipariş,0.8859606981277466
emin olamadım,-0.9652149677276611
günden beri,0.7773650288581848
gelen ürünün,0.7847201228141785
ürünü aldıktan,0.7359852194786072
kalitesi güzel,0.9924522042274475
devam ediyor,0.0
tek sorun,0.8269320726394653
güzel kargo,0.9921174645423889
iade ederdim,-0.9309657216072083
tek sıkıntı,0.9557893872261047
renk vermiyor,-0.9944781064987183
iyi,0.5
iyisi,0.5
uyumlu,0.5
güzeldi,0.5
beğendim,0.75
seviyorum, 0.5
etkili,0.375
gerçekçi,0.375
kalitesi,0.5
kullanılmalı,0.25
teşekkürler,0.66
beğenmedim,-0.75
beğenemedim,-0.75
bozuldu,-1.0
ulaşmadı,-0.75
almam,-0.5
bayatlamış,-0.75
mutsuzum,-0.375
ezik,-0.375
çalışmıyor,-0.5
yakışmadı,-0.375
çatlamış,-0.75
parçalanmış,-0.5
göndermediniz,-0.375
dayanmıyor, -0.25
