word,tone
grip,0.211517439
gripin iii,-0.5
grizu,-0.67309
grobeton,-0.03447
groston,0.088957439
grotesk,-0.08333
grotesklikten,0.411517439
gruba,0.087150894
grubbiness,-0.125
gruidae,-0.25
grundyism,-0.5
grup,0.067497965
grupla,-0.28624
guaira,0.161517439
guaira düşer,0.161517439
guanaco,-0.25
guatr,-0.346000911
guaş,0.119847439
gudde,-0.125
gudubet,-0.204867333
gufran,0.559067439
guft,-0.10417
guguk,0.420107439
gulaş,0.161517439
gulden,0.120347439
gulet,0.323727439
gulu,0.153757439
guluguluk,-0.0217546
gulyabani,-0.162987096
gummed etiket,-0.125
gummosis,-0.125
guneş,-0.5
gurbet,0.109159565
gurbetlik,0.118099442
gurbette yaşayan,-0.040669667
gurbetçi,0.041748078
gurk,0.067737439
gurme,0.411517439
guru,0.189297439
gurulda,0.273617439
guruldama,-0.4375
gurup,0.082429395
gurup etmek,-0.00800326
gurup vakti,-0.239720501
gurur,0.116121905
gurur eti,-0.625
gururla,0.161517439
gururlan,0.245557439
gururlanan,0.156622065
gururlanarak,0.411517439
gururlanma,0.085892122
gururlanmak,0.224670428
gururlu,0.093862793
gururluluk,0.661517439
gurursuz,0.369847439
gurursuzca,0.286517439
gurç,-0.09987
guslet,0.500787439
gusto,0.063236952
gusül,0.195647439
gusülhane,-0.125
gut,-0.45833
gut artriti,-0.375
gut sorunu,0.286517439
guval,0.127239784
guvernör,0.149827439
guşa,0.536899959
gyromitra gigas,-0.125
gyte,0.194307439
gâfir,0.142997439
gâh,-0.254727213
gâvur,-0.246130088
gâvurca,0.286517439
gâvurcasına,0.286517439
gâvurluk,-0.26042
göbek,-0.17614
göbek adı,0.106973268
göbek dışarı,-0.125
göbek gülmek,-0.04167
göbeklen,-0.24259
göbekleri,-0.14773
göbekli,-0.25
göbel,-0.258002075
göce,0.241847439
göcen,-0.56426
göden,-0.085753219
göden bağırsağı,-0.085845888
gök,-0.021025974
gök ada,-0.2003
gök adası,-0.2003
gök bilimi,-0.05985
gök bilimsel,0.243177439
gök evi,-0.125
gök fiziği,-0.13043
gök gürlemesi,-0.04167
gök gürültülü,-0.08333
gök gürültüsü,-0.04167
gök kuşağı,-0.200666453
gök yakut,0.285577439
gök yüksek,0.184247439
gökada,-0.2003
gökdelen,-0.009633472
gökevi,0.138907439
gökfiziği,-0.13043
gökkuşağı,-0.133580648
göklere el açmak,0.253693002
gökmen,0.054207439
göknar,0.287297439
göksel,0.247377439
göksel mücevher,0.161517439
göksel ses,0.286517439
göktaş,0.174147439
gökyakut,0.285577439
gökyeşil,0.244847439
gökyüzü,0.145002421
gökçe,0.131726165
gökçe yazın,-0.045869845
gökçek,-0.5541
gökçen,0.255989727
gökçül,-0.125
göl,-0.109154735
gölala,-0.20057
gölet,0.110631042
gölge,-0.119022268
gölgele,0.294537439
gölgeleme,-0.04167
gölgelendi,-0.625
gölgelendirmek,0.286517439
gölgelerlerdi,-0.125
gölgeli,-0.24564
gölgelik,0.232750178
gölgelikli,-0.25
gölgesiz,-0.54167
gölle,-0.04095
göm,-0.07531288
gömeç,-0.02483
gömgök,0.146437439
gömlek,-0.146730981
gömleğinin,-0.375
gömme,-0.150073779
gömmek,-0.161290944
gömü,0.181374439
gömük,-0.1465922
gömüklük,-0.19
gömüle,0.054717439
gömülme,0.140161945
gömülmek,-0.013511328
gömülmemiş,-0.25
gömülü,-0.164449457
gömülü diş,-0.25
gömülü kırık,-0.375
gömüt,-0.010245254
gömütlük,-0.002313357
gön,0.085696491
gönder,-0.088771043
gönderi,-0.31162
gönderici,-0.36294
gönderilen üründe sorun,-0.9967654943466188
gönderilen üründe sorun,-0.9967654943466188
gönderilmeyen,-0.625
gönderme,-0.094313416
gönderme belgesi,-0.65077
göndermediniz,-0.375
göndermediniz,-0.375
göndermek,-0.004733196
göndermek zorunda kaldım,-0.9938608407974244
göndermek zorunda kaldım,-0.9938608407974244
göndertmek,0.070168618
gönen,-0.08372
gönenmek,-0.322140906
gönenmiş,0.18523642
gönenç,0.115250283
gönençli,-0.026687044
gönlü alınmak,0.172624739
gönlü olmadan,-0.219858425
gönlünce,0.276576269
gönlünü,0.536517439
gönlünü almak,0.911517439
gönlünü alçak tutma,0.081048006
gönlünü kaptırmış,-0.426876004
gönye,0.095116953
gönçlük,0.073971319
gönül,-0.065077181
gönül borcu,0.102190413
gönül borçlusu,0.261015098
gönül bulandırmak,0.161517439
gönül eri,-0.046474429
gönül hoşluğuyla,0.233192957
gönül rahatlığı,-0.375
gönül rahatlığıyla,0.9874882698059082
gönül rahatlığıyla,0.9874882698059082
gönül rızasıyla,0.233192957
gönül tokluğu,-0.07336378
gönül vermiş,-0.172372108
gönül yaparak,0.286517439
gönül yapma,-0.125
gönül yarası,-0.625
gönülce,-0.165587157
gönüldaş,0.437387439
gönülden,0.306307175
gönülden sevilen,0.14727079
gönüldeş,0.098946176
gönüldeşlik,-0.132756218
gönüllü,0.064744135
gönüllü olarak,0.233192957
gönüllü çocuksuzluk,-0.25
gönülsüz,-0.245273306
gönülsüzce,-0.022987087
gönülsüzlük,-0.281521904
gör,-0.09288
gördür,0.125387439
göre,-0.081776702
göre gayet,0.9860938787460328
göre gayet başarılı,0.9935979843139648
göre gayet başarılı,0.9935979843139648
göre gayet,0.9860938787460328
göre iyi,0.520201563835144
göre iyi ürün,0.9382889270782472
göre iyi ürün,0.9382889270782472
göre iyi,0.520201563835144
göre çok,0.8885334730148315
göre çok iyi,0.9911770820617676
göre çok iyi,0.9911770820617676
göre çok,0.8885334730148315
görece,-0.056818185
görece miktarı,-0.375
göreceli,-0.08965093
göreli,-0.063952939
göreli konum,0.087537439
görelik,0.137729651
görelilik,-0.122109024
görenek,0.199741537
göreneklerine,0.286437103
görev,-0.034151678
görev almak,-0.75
görev anlayışı,0.411517439
görevdaşlık,0.278427439
görevdeki,0.275157439
görevden,-0.375
görevden affetme,-0.354360615
görevden alma,-0.354360615
görevdeşlik,0.278427439
görevle ilgili,0.293317439
görevlen,-0.02135
görevli,-0.131925838
görevliler,0.044819585
görgü,0.31943622
görgü gereği,0.536517439
görgü kuralları,-0.347513932
görgücülük,-0.25568
görgül,0.409999352
görgülü,0.089889565
görgüsüz,-0.148184215
görgüsüzce,-0.125
görgüsüzlük,-0.141201305
görk,0.443497439
görkem,0.170535116
görkemli,0.309569136
görkemsiz,-0.25
görme,-0.08022061
görme alanı,0.161517439
görme bozukluğu,-0.25
görme engelli,-0.137342791
görme engellilik,0.286517439
görmeden,0.161517439
görmek,0.163245965
görmemek,0.156703887
görmemezlikten,0.203187439
görmemiş,-0.122869783
görmez,-0.141616497
görmezden,-0.22172
görmüş geçirmiş,0.114752531
görmüş geçirmişlik,0.230159277
görmüş şekilde geldi,0.0
görmüş şekilde geldi,0.0
görsel,0.099017439
görsel afazi,-0.375
görsel kusur,-0.25
görsel sanatlar,0.078187439
görselleştirmek,-0.125
görü,-0.189304278
görücü,0.347431614
görülebilir,0.224017439
görülegelen,0.109456403
görülmedi,-0.125
görülmedik,0.127260962
görülmeme,-0.625
görülmemiş,0.112933991
görülmeyen,-0.374991072
görülmezlik,-0.5
görülür,0.786517439
görüm,-0.044985557
görümce,0.249253161
görümsetme,0.069367439
görün,-0.0147295
görünen,0.138787439
görünge,0.152517439
görüngü bilimi,0.218777439
görünmeden,-0.125
görünmek,-0.087924929
görünmeyen,0.061009047
görünmez,-0.375
görünmez alem,0.086641623
görünmezlik,-0.5
görünmüyordu üzerinde büyük,0.0
görünmüyordu üzerinde büyük,0.0
görüntü,-0.020633094
görüntü kalitesi,-0.8950441479682922
görüntü kalitesi,-0.8950441479682922
görüntü keskinliği,-0.01082
görüntüle,-0.02333
görüntüleme,0.069367439
görüntüleyici,0.203187439
görüntülük,0.148207439
görüntüsüz,-0.625
görünçlükleme,-0.12155
görünüleme,0.216517439
görünüm,-0.052369827
görünümü,0.067237439
görünür,0.276322887
görünürde,0.087042486
görünürdeki,-0.125
görünürlük,0.161517439
görünürlüğü,0.218337439
görünüyor,0.096517439
görünüyordu,-0.5
görünüş,-0.086027145
görünüşe,0.051517439
görünüşe göre,0.144771685
görünüşte,0.146418659
görüş,0.056446825
görüş açısı,0.06552047
görüş farkı,-0.25
görüş iman,0.056001519
görüş şarkı,-0.25
görüşler,-0.659511551
görüşlülük,-0.125
görüşme,0.057416226
görüşmeci,0.197007969
görüşmeden,-0.67757806
görüşmek,0.182451326
görüşü,-0.35714
göster,-0.051455
gösterdi,0.161517439
göstere göstere,0.161517439
gösteren,0.119847439
gösterge,0.095875708
gösterge tablosu,-0.059101536
göstergesi,0.129667439
göstergeç,0.320179959
gösteri,0.140682225
gösteri adamı,0.172877439
gösteri tıpa,0.244847439
gösteri zamanı,0.161517439
gösterici,0.172877439
gösterim,0.057757439
gösterimi,0.042617439
gösterimsel,-0.04167
gösterisi,0.096137439
gösteriş,0.112141298
gösterişli,0.167036287
gösterişli olma,0.119847439
gösterişlilik,0.043387896
gösterişsiz,0.045359536
gösterişsizlik,-0.036180532
gösterişten,-0.13636
gösterişçi,0.172567531
gösterişçilik,-0.14583
gösterme,0.179005773
gösterme parmağı,0.383107439
göstermeci,0.078187439
göstermecilik,0.244847439
göstermek,0.159404926
göstermelik,0.090815193
göstermemek,0.070168618
göstermeyi,0.078187439
götür,-0.286163
götürme,0.188307439
götürmek,-0.089093138
götürmez,-0.52083
götürmezlik,0.161517439
götürü,0.06893225
götürümlü,0.408753595
götürümsüz,-0.222416406
gövde,-0.029612766
gövde gösterisi,0.536517439
gövde hortum,-0.25
gövdebilim,0.191953864
gövdeli,0.108577739
gövdesel,-0.16721964
gövem eriği,0.462637439
gövemeriği,0.462637439
göver,0.296257439
göy,-0.13554
göynük,-0.291905282
göyük,0.042993327
göz,-0.002576149
göz aldatıcı,-0.5
göz alıcı,0.054039818
göz alıcılık,0.064537658
göz ardı,-0.375
göz atma,0.161517439
göz açıcı,-0.04167
göz açıp kapamadan,-0.002906622
göz dişi,0.286517439
göz enfeksiyonu,-0.125
göz erimi,0.136497439
göz gülen,0.411517439
göz hastalığı,0.536517439
göz haşhaş,0.286517439
göz içi lens,-0.125
göz kafiye,0.161517439
göz kalemi,0.286517439
göz kamaştırma,0.064537658
göz kamaştırıcı,0.276033978
göz korkutucu,-0.169953336
göz küresi,0.161517439
göz lehçesi,-0.125
göz nuru,-0.066493754
göz ucuyla,-0.16667
göz vermek,0.286517439
göz yummak,-0.5
göz yummamak,-0.20833
göz önünde bulunan,-0.02608
göz önüne alındığında,-0.4225089251995086
göz önüne alındığında,-0.4225089251995086
göz şeker,0.661517439
gözaltı,0.060362269
gözaltına,0.059247439
gözaltında,-0.161232703
gözalıcı,0.248426659
gözardı,-0.3125
gözaydın,-1.0
gözbağacı,-0.072002828
gözbağı,-0.020248215
gözbebeği,0.063457592
gözcü,0.125599202
gözdağı,-0.003119392
gözdağı vermek,0.161517439
gözde,0.119250837
gözden düşmek,0.411517439
gözden düşmüş,-0.186513366
gözden geçirme,0.25827291
gözden geçirmek,0.141254836
gözden kaçırmak,-0.146312864
göze,-0.005655223
göze almak,-0.033913596
göze batan,-0.02083
göze batan şey,-0.5
göze batmayan,-0.625
göze bilimi,0.461956396
göze görünmemek,-0.09432184
göze hitap,0.786517439
göze çarpan,0.661517439
göze çarpan parlaklık,-0.014780874
göze çarpmayan,-0.375
göze çarpmayış,0.286517439
gözenek,0.1646598
gözenekli,-0.23864
gözeneksiz,-0.625
gözenli,0.136866567
gözenlik,0.271952393
gözet,-0.14314
gözeten,-0.087238575
gözetici,0.1623528
gözetilmiş,0.428415906
gözetim,-0.26218195
gözetimsiz,-0.15909
gözetle,-0.71995
gözetlek,0.080997439
gözetleme,-0.132626356
gözetlemek,0.09170414
gözetme,0.067119507
gözetmek,-0.131300171
gözetmen,-0.45321
gözetmenlik,0.161517439
gözgü,0.145807439
gözkulak olmak,0.411517439
gözle,-0.09848
gözle görülebilen,-0.375
gözlegörü,-0.521997377
gözlem,0.067722891
gözlem evi,-0.22657
gözlem sonrası,0.411517439
gözlemci,0.352297439
gözleme,0.08230005
gözleme benzeri,-0.25
gözleme günü,0.161517439
gözleme tarzı,-0.125
gözlemek,0.104237764
gözlememek,0.095384715
gözlemevi,-0.22657
gözlemle,-0.09489
gözlemlemek,0.143225788
gözlemlenebilir,0.536517439
gözlemlenemeyen,-0.25
gözlemleyerek,0.536517439
gözler,0.286517439
gözler önünde,-0.018374008
gözler önüne serme,0.043907439
gözleri,-0.5
gözleri açılmak,0.171629959
gözleri bayram,0.536517439
gözleri kamaşmak,-0.168234044
gözleyici,0.352297439
gözlü,-0.125
gözlük,-0.226687521
gözlüklü,-0.25
gözlüklü yılan,-0.96281
gözlükçü,0.160768273
gözsüz,-0.151533994
gözyaş,-0.36316
gözyaşartıcı,-0.375
gözyaşlarıyla,0.161517439
gözyaşı,-0.04
gözyaşı dökme,-0.579394911
gözönünde bulundurulan,0.286517439
gözü andıran,0.411517439
gözü açık,0.051277652
gözü açılmak,0.158459784
gözü açılmış,0.661517439
gözü doymama,0.078187439
gözü dönmüşlük,0.411517439
gözü kapalı,-0.056650403
gözü kesmemek,-0.055095498
gözü pek,0.110116959
gözü su içmemek,-0.201685031
gözü sulu,-0.04167
gözü tok,0.141887198
gözü tutmamak,-0.201685031
gözüaçık,0.224857677
gözük,0.108917439
gözükapalı,-0.174453448
gözükara,-0.375
gözükmek,-0.041084856
gözünde,0.244387439
gözünü açma,-0.375
gözünü açmak,0.599017439
gözünü korkutmak,0.161517439
gözünü kırpmadan,0.194270912
gözünü yıldırmak,0.161517439
gözüpek,-0.108196622
gözüpeklik,0.198570627
göç,-0.010738707
göç etmek,0.160338045
göçebe,-0.026981144
göçer,-0.104083751
göçeri,-0.071460914
göçerkonar,-0.071460914
göçermek,0.294623031
göçken,-0.56426
göçkün,-0.250702275
göçme,-0.128387754
göçmek,0.059596183
göçmen,-0.078336362
göçmen sınıfı,-0.5
göçmüş,0.085010151
göçü,-0.143471938
göçük,-0.190058935
göçüp gitmiş,0.085518516
göçürmek,0.122514815
göçüş,-0.112611706
göğe açılmak,0.173815994
göğem,-0.25948
göğsü,-0.16624
göğsünü gere gere,-0.020370432
göğçek,-0.5541
göğüs,0.201420851
göğüs ağrısı,-0.5
göğüs siperi,-0.125
göğüs tahtası,0.42442374
göğüsbağı,0.086517439
göğüsle,-0.00234
göğüslemek,-0.110940393
göğüssüz,-0.5
gûşu,0.207530549
gübre,-0.145304086
gübrele,0.324947439
gübreleri,-0.5
gübür,-0.04167
gübürcü,-0.02273
gübürdemek,-0.065
gübürlük,-0.369595507
gücemli,-0.11077
gücen,-0.12295
gücendirmek,-0.210619611
gücengen,0.238929542
gücenik,0.081290808
güceniklik,-0.219110441
gücenme,-0.27567125
gücenme yaşayan,-0.625
gücenmek,-0.178753727
gücenmiş,-0.172644353
gücur,-0.430332995
gücü,0.199497439
gücük ay,-0.02625
gücümsemek,-0.072613529
gücün,0.056597439
gücünden,-0.070328605
gücünü,-0.08333
güdek,0.042277374
güdelemek,0.197253336
güderi,0.140177879
güdü,-0.121393291
güdük,-0.196561086
güdülebilen,0.616931217
güdüleme,0.166844151
güdülenmiş,0.161517439
güdüm,-0.04310787
güdümlü,0.616753587
güdümsüz,-0.625
güfte,0.254397439
gül,0.061939939
gül renkli,0.453187439
gül yanaklı,0.911517439
gül yağı,0.161517439
güldeste,0.347715536
güldür,0.524507439
güldürmek,0.266753463
güldürü,0.241876901
güldürücü,0.204989115
güle güle,-0.14436
güle oynaya,0.232837874
gülen,0.265707331
güler,0.275157439
güler yüzlü,0.347659893
güler yüzlülük,0.161517439
gülerek,-0.14436
güleryüzle,0.286517439
güleryüzlü,0.329849648
güleç,0.260175124
gülfidan,0.575027439
gülistan,-0.03332
gülkuru,0.101307439
güllaç,0.349087439
gülle,-0.422782399
güllük,-0.03332
gülme,0.342389956
gülmece,-0.004164958
gülmek,0.097173202
gülmekten,-0.32386
gülmemiş,-0.263250772
gülmeyen,-0.75
gülücük,0.168228186
gülücük saçan,0.161517439
gülücük yapmak,0.152926223
gülük,-0.062267825
gülümlü,0.145459132
gülümse,0.188137439
gülümseme,0.164087822
gülümsemek,0.141548702
gülümser,0.236491828
gülümsercesine,0.286517439
gülümsetti,-0.5
gülümseyen,0.212907786
gülüntübetim,-0.375
gülüntüçizim,-0.375
gülünç,0.106663489
gülünçleme,-0.04167
gülünçlü,0.157418001
gülünçlük,-0.249307549
gülüp oynamak,0.161517439
gülüt,0.141707439
gülüyor baykuş,0.161517439
gülüş,0.203382654
güm,-0.03409
gümbedek,-0.102202539
gümbür,0.330217439
gümbürdemek,-0.16477
gümbürtü,-0.053462738
gümbürtüler koparmak,-0.16477
güme,0.252337439
gümele,0.252337439
gümeç,-0.02483
gümle,0.136987439
gümrük,0.052571401
gümrükle,-0.02524
gümrüksüz satış,-0.125
gümüş,0.096517439
gümüş astar,-0.375
gümüş dilli,0.286517439
gümüş grisi,-0.25
gümüş gövdeli,-0.25
gümüş kordon,-0.125
gümüş kurşun,-0.125
gümüş rengi,0.286517439
gümüş yapraklı,0.161517439
gümüş yaş,-0.375
gümüşi,0.104185566
gümüşi yapraklı,0.161517439
gümüşle,0.188767439
gümüşî,0.286517439
gümüşü,0.286517439
gün,-0.002912194
gün batımı,-0.02083
gün batısı,-0.130920379
gün boyunca,0.0
gün boyunca,0.0
gün dışarı gün,-0.125
gün geç,0.0
gün geç geldi,0.0
gün geç geldi,0.0
gün geç,0.0
gün gülü,0.097753357
gün günden,0.091844212
gün güne uymaz,0.218187439
gün kamp,0.161517439
gün kapalı,-0.3125
gün oldu,0.0
gün oldu,0.0
gün ortası,-0.209273531
gün teslim,0.9790301322937012
gün teslim edildi,0.9584371447563172
gün teslim edildi,0.9584371447563172
gün teslim,0.9790301322937012
gün çiçeği,0.193367439
gün-tün eşitliği,-0.34118906
günah,-0.254853845
günah işleme,0.536517439
günah çıkarmak,0.161517439
günaha,0.229697439
günahkar,-0.165916496
günahkâr,-0.52273
günahkârlık,-0.125
günahlar,0.097287439
günahlı,-0.52273
günahsız,0.420153396
günahsızların,0.173815994
günahsızlık,0.656991667
günahı çok,-0.284077647
günaydın,0.420137439
günaşırı,-0.13563
günbegün,0.174027439
günce,0.348877439
güncek,0.070637439
güncel,0.140466362
güncelleme,0.536517439
güncellemeler,0.161517439
güncellik,0.039453004
güncelliği,0.161517439
günde elime ulaştı,0.9946540594100952
günde elime ulaştı,0.9946540594100952
gündelik,0.129509004
gündelikli,0.107737456
gündelikçi,0.09637177
gündem,-0.06827
gündemde,0.167446693
günden az süre,-0.4412809014320373
günden az süre,-0.4412809014320373
günden güne,-0.081978289
gündoğusu,0.046103844
gündöndü,0.193367439
gündüz,0.12746866
gündüz feneri,-0.07888694
gündüz gözüyle,-0.090705759
gündüz körlüğü,-0.25
gündüzcü,-0.12605
gündüzlü,-0.12605
gündüzün,-0.087276567
günebakan,0.193367439
güney,-0.097976559
güney avrupa,0.124448945
güneybatı,-0.20854
güneydoğu,-0.11944
güneğik,-0.12111
güneş,-0.078797277
güneş balçıkla sıvanmaz,-0.875
güneş banyosu,0.244847439
güneş kral,0.286517439
güneş odası,0.167067439
güneş sütleğeni,-0.5
güneş takvimi,-0.25
güneş tuzak,-0.125
güneş yanığı,-0.5
güneş çarpması,-0.125
güneş çarpmış,-0.25
güneşi seven,-0.25
güneşle,0.162197439
güneşlemek,0.244847439
güneşlendirme,0.244847439
güneşlenme,-0.06818
güneşlenmek,0.244847439
güneşletici,0.167067439
güneşli,0.161517439
güneşlilik,-0.16667
güneşsiz,-0.4703823
güneşte,-0.04
güngörmüş,0.245697439
günindi,0.206006398
günler,0.385569439
günlerden bir gün,0.159407439
günlü,-0.375
günlük,0.052678076
günlük eski,-0.875
günlükleri,-0.5
günoğluculuk,-0.5
günrüyası,-0.1875
günsüz,-0.265455139
güntün eşitliği,-0.34118906
günâşık,0.193367439
günöte,-0.11753
günü,0.058803482
günü birlik kalmak,0.277315476
günübirlik,-0.08295
günübirlikçi,0.286517439
günübirliğine,-0.08295
günücü,0.161517439
günücülük,0.084853941
günümüzde,0.089066479
günümüzdeki,0.176326336
günün konusu,0.167446693
güpegündüz,-0.24469
gür,0.070920025
gür bir şekilde,0.286517439
gürbüz,-0.038538848
gürbüzlük,0.264386767
gürcistan,0.286517439
güre,0.065877439
gürecilik,0.104697439
gürel,0.050407439
güreli,0.060540955
güreş,0.403787439
gürgen,0.149667439
gürle,0.284977439
gürlemek,-0.16477
gürlemeleri,0.119847439
gürleyen,0.050407439
güruh,-0.068215924
gürz,-0.048128849
gürül,0.076277439
gürültü,-0.044486107
gürültü patırtı,-0.082567711
gürültücü,-0.223542131
gürültücülük,0.161517439
gürültülü,-0.213524329
gürültülülük,-0.125
gürültüsüzlük,-0.049350067
gürültüyle,-0.15341
gürünüş,-0.087390704
güt,-0.20694
gütme,0.16684293
gütmek,0.19759154
güve,0.161517439
güve dayanıklı,-0.75
güve yemez,-0.5
güve yemiş,-0.10227
güveli,-0.29167
güvem eriği,0.462637439
güven,0.144896284
güven ihlali,0.161517439
güven oy,0.161517439
güven verici,0.536517439
güvence,0.195784652
güvence akçesi,0.163617439
güvenceci,0.038907439
güvencesiz,-0.5369275
güvencesizlik,-0.084244831
güvenen,0.244409254
güvenerek,-0.16038
güveni olmak,0.145388347
güvenilen,0.536517439
güvenilerek,-0.16038
güvenilir,0.301611917
güvenilir kişi,-0.40756
güvenilirlik,0.453187439
güvenilmez,-0.325817408
güvenilmezlik,-0.375
güvenirlik,0.116211127
güveniyor,0.411517439
güvenle,0.286517439
güvenli,0.165050466
güvenli seks,0.286517439
güvenlik,0.099607499
güvenlik açığı,-0.20833
güvenlik cıvata,-0.5
güvenlik görevlisi,-0.200775201
güvenli¤i,0.119847439
güvenme,0.239892875
güvenmek,0.170411218
güvenmemek,-0.195596835
güvenmeyen,-0.625
güvenmez,-0.625
güvenoyu,0.229447439
güvensiz,-0.063482738
güvensizlik,-0.071963585
güvensizlik duymak,-0.201685031
güvensizliktir,0.161517439
güvenç,0.406627439
güvercin,0.146397439
güvercin göğsü,-0.5
güvercinimsiler,0.146397439
güvercinler,0.146397439
güvercinlik,0.073718322
güverte,0.309247439
güverteleri,0.411517439
güvertesi,-0.125
güvey,0.583617439
güvez,-0.066920501
güveç,-0.10038
güveç pot,-0.375
güya,-0.014555483
güz,0.106287105
güz noktası,0.233887439
güzaf,-0.059454956
güzel,0.292038405
güzel günler yaşamış,0.309826779
güzel havalı,0.063284448
güzel jest,0.161517439
güzel kaliteli,0.9925354719161988
güzel kaliteli,0.9925354719161988
güzel konuşma,-0.08333
güzel kullanışlı,0.9946099519729614
güzel kullanışlı,0.9946099519729614
güzel olma,0.911517439
güzel olmak,0.115027439
güzel paketleme,0.9864400029182434
güzel paketleme,0.9864400029182434
güzel renk,0.979031503200531
güzel renk,0.979031503200531
güzel sadece,-0.9480421543121338
güzel sadece,-0.9480421543121338
güzel tavsiye ederim,0.9938911199569702
güzel tavsiye ederim,0.9938911199569702
güzel yazı sanatı,0.785697439
güzel çok,0.9911136031150818
güzel çok,0.9911136031150818
güzel ürün,0.9792541265487672
güzel ürün hızlı,0.9899429082870485
güzel ürün hızlı,0.9899429082870485
güzel ürün,0.9792541265487672
güzelavrat otu,-0.08333
güzelce,0.221460244
güzeldi,0.5
güzeldi,0.5
güzelduyu,0.29023333
güzelduyusal,0.29023333
güzelleme,0.049207439
güzeller güzeli,-0.375
güzelleşmek,0.115027439
güzelleştirici,0.210021494
güzelleştirme,0.166860479
güzelleştirmek,0.198524931
güzellik,0.317822219
güzellik bakımı,0.536517439
güzellik salonu,-0.02509
güzellik uzmanı,0.078187439
güzellikle,0.225139515
güzer,0.103837439
güzeran,-0.07099534
güzergah,-0.094645523
güzergâh,0.177257439
güzey,0.083547439
güzide,0.308654867
güzün,0.233887439
güç,0.05814784
güç beğenir,0.133038134
güç bulunan,0.117621694
güç destekli,-0.375
güç komisyoncu,0.161517439
güç kullanıcı,0.161517439
güç olacak,0.411517439
güç çift,0.411517439
güçbirliği,0.193007595
güçlen,0.134747439
güçlendirici,0.443643675
güçlendiricidir,0.161517439
güçlendirilmesi,0.119847439
güçlendirme,0.063406559
güçlendirmek,0.129286787
güçlenme,0.522401567
güçlenmek,0.107783861
güçlenmesi,-0.499771749
güçler,0.059247439
güçleşmek,0.070286353
güçleştirmek,-0.032629702
güçlü,0.093047351
güçlü armer,-0.25
güçlü aromalı,0.286517439
güçlü büyüyen,-0.125
güçlü gövdeli,0.286517439
güçlü inanç,-0.625
güçlü kemikli,0.286517439
güçlü kokulu,0.286517439
güçlü kuvvetli,0.162026687
güçlü olanlar,-0.116118224
güçlü takım,0.119847439
güçlük,-0.158401266
güçlük çıkartmak,0.068997663
güçlükle,0.057563079
güçlülük,0.094683615
güçlün,-0.08333
güçsüz,-0.221396203
güçsüzce,0.286517439
güçsüzler,0.156670067
güçsüzlük,-0.133980455
güçsüzülük,-0.064102624
güçten düşme,-0.023874528
güğüm,0.167372389
gıcık,0.224017439
gıcık etmek,-0.411930401
gıcıkla,0.135297439
gıcıklamak,-0.25
gıcır,-0.049344091
gıcır gıcır,0.301792413
gıcırda,0.062587439
gıcırdama,-0.07233
gıcırdamak,0.161517439
gıcırdatmak,-0.04167
gıcırdayan,-0.22727
gıcırtı,-0.07233
gıcırtıçıkarmak,0.161517439
gıda,0.108695496
gıda pazarı,-0.03835384
gıdalı,0.341466546
gıdasızlık,-0.385416648
gıdı,0.115647439
gıdık,-0.125
gıdıkla,0.310937439
gıdıklama,0.513787439
gıdıklamak,-0.087286353
gıdıklanan,-0.375
gıdıklanma,-0.06818
gık,-0.3154
gık dememek,0.051395239
gıldır,-0.09987
gıllügişli,0.486904194
gıllıgışlı,0.486904194
gına,-0.257143817
gına gelmek,0.088282756
gına getirme,-0.256796985
gına getirmiş,-0.121867079
gına getirtmek,-0.27
gındıgeç,0.264087439
gıpta,0.16969184
gıpta etmek,0.065307188
gır,-0.063912771
gırgır,0.073651429
gırgırla,-0.25579
gırla,0.075104441
gırnata,0.424585551
gırtlak,-0.097266064
gırtlaklaşma,-0.094837553
gırtlaklaşmak,0.082430944
gırtlaktan,-0.1875
gıyaben,-0.653349663
gıyabi,-0.640390542
gıyabî,-0.045495852
gıyap,-0.392167827
gıybet,-0.178003969
gıybet etmek,0.062159399
gıybetini yapmak,-0.244549429
gıybetçi,-0.045354038
gıygıycı,0.138787439
ha,0.036987439
ha şöyle,0.238077439
haart,-0.125
habakkuk,-0.16667
habanera,0.254767439
habbe,0.707037439
haber,0.04689324
haber alma,-0.41717
haber almış,0.4010757
haber değeri,0.286517439
haber sızıntısı,-0.125
haber toplama,-0.41717
haber verme,-0.014003747
haber yetiştirmek,-0.289921058
haberci,0.105021447
haberdar,0.325235848
haberdar etmek,-0.059673335
haberdar olma,-0.028284273
haberi,0.078187439
haberi olan,0.411542734
haberin değeri,0.411517439
haberler,-0.16667
haberleş,-0.19665
haberleşme,0.120416883
haberleşmek,-0.04167
haberleşmeler,0.047467439
haberli,0.255030144
habersiz,-0.139916102
habersizce,-0.40909
habersizlik,0.536517439
habeşi,-0.117273887
habib,0.147167224
habip,0.182678439
habir,0.262940414
habire,0.064257439
habis,-0.220257412
habis tümör,-0.125
habis tümörler,-0.125
habitat,-0.247323243
hac,-0.322932694
hacamat,-0.18885
hacet,0.149285019
hacet yeri,0.094484065
hacim,0.102731258
hacimli,0.06374732
hacimsel,0.161517439
hacimsel analiz,0.203187439
haciz,-0.137277015
hacizli,0.156197439
hack yazar,-0.375
hacmi,-0.061725377
haczedilebilir,0.536517439
haczedilen şey,0.156197439
haczedilmiş,0.156197439
haczet,-0.40634
haczetmek,-0.51136
