word,polarity
Corvus,0.0
Corvus cinsi,0.0
karga,0.0
oturtmak,0.0
yer göstermek,0.0
kuzgun,0.0
küçük karga,-0.48
yatırmak,0.0
Garrulinae,0.0
Garrulinae altfamilyası,0.0
çok,0.0
alakarga,0.667
az,0.0
hareketsiz durmak,0.0
ayakta durmak,0.0
dik duruma getirmek,0.0
dikmek,0.0
yatmak,0.0
Pica,0.0
Pica cinsi,0.0
saksağan,0.0
uzanmak,0.0
çok daha fazla,0.0
Troglodytidae,0.0
Troglodytidae familyası,0.0
çıtkuşu,0.0
çıt kuşu,0.0
kesmek,0.0
dokunaklı,0.0
hareket halinde,0.0
hareketli,0.0
Sittidae,0.0
Sittidae familyası,0.0
Sittidae ailesi,0.0
sıvacı kuşu,0.0
kesmek,0.0
kopmak,0.0
yarmak,0.0
Paridae,0.0
Paridae familyası,0.0
ayırmak,-0.512
ayrılmak,0.0
hareket etmeyen,0.0
hareketsiz,0.0
durgun,0.0
durağan,0.0
hareketsiz,0.0
durağan,0.0
kırlangıç,0.0
kesmek,-0.47
testere ile kesmek,-0.47
uluslararası,0.0
enternasyonel,0.0
enternasyonal,0.0
beynelmilel,0.0
mahvetmek,-0.472
doğal,0.0
doğal,0.0
yapay,0.0
suni,0.0
kökünden sökmek,0.0
köklemek,0.0
ekmek,0.0
biyonik,0.0
kaplamak,0.0
sentetik,0.0
Bombycilla,0.0
Bombycilla cinsi,0.0
Bombycilla genusu,0.0
ipek kuyruk kuşu,0.0
boğmak,-0.837
boğarak öldürmek,-0.837
kurmak,0.0
yırtıcı kuş,-0.75
Falconiformes,0.0
Falconiformes takımı,0.0
Accipitridae,0.0
Accipitridae familyası,0.0
boğmak,-0.837
boğarak öldürmek,-0.837
boğazlamak,-0.837
şahin,-1.0
sihirli,0.748
büyülü,0.748
kafasını kesmek,-0.964
kafasını uçurmak,-0.964
kellesini kesmek,-0.964
kellesini uçurmak,-0.964
giyotinle idam etmek,-0.956
giyotinle öldürmek,-0.956
giyotinle başını kesmek,-0.956
giyotinle kafasını kesmek,-0.956
giyotinle başını uçurmak,-0.956
giyotinle kafasını uçurmak,-0.956
mucizevi,0.0
metafizik,0.0
Accipiter,0.0
Accipiter cinsi,0.0
çakırkuşu,0.0
çakır kuşu,0.0
kazığa oturtmak,-0.959
gerekli,1.0
lüzumlu,1.0
lazım,1.0
vacip,1.0
mecburi,0.0
zorunlu,0.0
gereksiz,-0.946
lüzumsuz,-0.946
fuzuli,-0.946
Falconidae,0.0
Falconidae familyası,0.0
şahin,-1.0
brüt,0.0
kartal,0.0
yavru kuş,0.0
açmak,0.0
sarmak,0.0
sarmalamak,0.0
akbaba,0.0
çizmek,0.0
hakketmek,0.0
oymak,0.0
oyma yapmak,0.0
Strigiformes,0.0
Strigiformes takımı,0.0
baykuş,0.0
Strigidae,-0.786
Strigidae familyası,-0.786
sarmak,0.0
sarmalamak,0.0
çevrelemek,0.0
kuşatmak,0.0
ihata etmek,0.0
Strix,0.0
Strix cinsi,0.0
normal,0.0
olağan,0.0
alaca baykuş,0.0
ortalama,0.0
etiketlemek,0.0
doğal,0.0
normal,0.0
olağan,0.0
anormal,-0.932
dayanmak,0.0
yaslanmak,0.0
Tytonidae,0.0
Tytonidae familyası,0.0
Tyto,0.0
Tyto cinsi,0.0
peçeli baykuş,0.0
Amphibia,0.0
Amphibia sınıfı,0.0
amfibiyen familyası,0.0
amfibiyen,0.0
amfibyen,0.0
çiftyaşayışlı,0.0
ezmek,0.0
dengelemek,0.0
şehit etmek,0.0
kurbağa,0.0
Ranidae,0.0
Ranidae familyası,0.0
Ranidae ailesi,0.0
kurbağa,0.0
dayamak,0.0
yaslamak,0.0
sıyırmak,0.0
nesnel,0.0
objektif,0.0
çekmek,0.0
damlatmak,0.0
yaratmak,0.0
oluşturmak,0.0
teşkil etmek,0.0
meşgul,0.0
yapmak,0.0
baştan yapmak,0.0
mahvetmek,-0.545
iğrenç,-0.932
tiksinç,-0.932
yapmak,0.0
üretmek,0.0
imal etmek,0.0
sürüngen familyası,0.0
sürüngen ailesi,0.0
dövmek,0.0
sürüngen cinsi,0.0
sürüngen genusu,0.0
derlemek,0.0
yaratmak,0.0
doğurmak,0.0
gayriresmi,0.0
gayrıresmi,0.0
oluşturmak,0.0
yaratmak,0.0
Reptilia,0.0
Reptilia sınıfı,0.0
sürüngen,0.0
Anapsida,0.0
Anapsida altsınıfı,0.0
vermek,0.0
anapsit,0.0
anapsit sürüngen,0.0
kaplumbağa,0.0
deniz kaplumbağası,0.0
meşru,0.633
yenilemek,0.0
Caretta caretta,0.0
zihninde tasarlamak,0.0
düşünmek,0.0
tasarlamak,0.0
eski,-0.731
düşünmek,0.0
aklına gelmek,0.0
tasarlamak,0.0
uydurmak,0.0
hayal etmek,0.0
düşünmek,0.0
tahmin etmek,0.0
tahayyül etmek,0.0
yeni,0.813
gözünde canlandırmak,0.0
gözünün önünde canlandırmak,0.0
düşünmek,0.0
gözünde canlandırmak,0.0
hayal etmek,0.0
tahayyül etmek,0.0
keşfetmek,0.0
bulmak,0.0
yaşlı,-0.731
ihtiyar,-0.731
basmak,0.0
Lepidosauria,0.0
Lepidosauria altsınıfı,0.0
ifa etmek,0.0
yapmak,0.0
yerine getirmek,0.0
Squamata,0.0
Squamata takımı,0.0
Sauria,0.0
Sauria alttakımı,0.0
Lacertilia,0.0
Lacertilia alttakımı,0.0
öncülük etmek,0.488
genç,0.667
kertenkele,0.0
yaratmak,0.0
üretmek,0.0
küçük,0.0
ufak,0.0
hayata geçirmek,0.0
yapmak,0.0
sebep olmak,0.0
sebebiyet vermek,0.0
neden olmak,0.0
zorlamak,-0.47
sevketmek,0.0
kurmak,0.0
tesis etmek,0.0
doğurmak,0.0
yaratmak,0.0
ortaya çıkarmak,0.0
yönlendirmek,0.0
girişmek,0.0
vermek,0.0
imal etmek,0.88
üretmek,0.88
üretmek,0.488
imal etmek,0.488
yapmak,0.0
taklit etmek,0.0
yapmak,0.0
inşa etmek,0.0
birleştirmek,0.667
monte etmek,0.667
kurmak,0.667
demonte etmek,-0.5
sökmek,-0.5
biçim vermek,0.0
şekillendirmek,0.0
iyimser,1.0
optimist,1.0
kötümser,-0.731
karamsar,-0.731
pesimist,-0.731
Chamaeleontidae,0.0
Chamaeleontidae familyası,0.0
Chamaeleonidae,0.0
Chamaeleonidae familyası,0.0
Rhiptoglossa,0.0
Rhiptoglossa familyası,0.0
bukalemun,0.0
dökmek,0.0
döküm yapmak,0.0
Archosauria,0.0
Archosauria altsınıfı,0.0
yapmak,0.0
hazırlamak,0.0
pişirmek,0.0
Crocodylia,0.0
Crocodylia takımı,0.0
ardışık,0.0
Crocodylidae,0.0
Crocodylidae familyası,0.0
Crocodylus,-0.472
Crocodylus cinsi,-0.472
krokodil,0.0
Alligatoridae,-0.5
Alligatoridae familyası,-0.5
Alligator cinsi,0.0
timsah,0.0
Caiman cinsi,-0.519
kayman,0.0
caiman,0.0
resimlemek,0.0
işlemek,0.88
dinazor,0.0
dinozor,0.0
standart,0.0
normal,0.0
olağan,0.0
olağandışı,0.0
olağanüstü,0.0
fevkalade,0.0
anormal,0.0
dokumak,0.0
dövmek,0.0
çekiçlemek,0.0
süslemek,0.508
tezyin etmek,0.508
bezemek,0.508
inorganik,-0.727
orijinal,0.0
özgün,0.0
yeni,0.0
resmini yapmak,0.0
resim yapmak,-0.519
temsil etmek,0.0
tasvir etmek,0.0
ortodoks,0.0
sıradışı,0.0
resmini yapmak,0.0
çizmek,0.0
yazmak,0.0
düzenlemek,0.0
hazırlamak,0.0
yazmak,0.0
kopyalamak,0.0
kopyasını çıkarmak,0.0
Serpentes,0.0
Serpentes alttakımı,0.0
Ophidia,0.0
Ophidia alttakımı,0.0
yılan,0.0
renklendirmek,0.0
modelini yapmak,0.0
kelimelerle ifade etmek,0.0
kaleme almak,0.0
kağıda dökmek,0.0
kodlamak,0.0
bedava,0.88
ücretsiz,0.88
parasız,0.88
dans etmek,-1.0
raks etmek,-1.0
Boidae,0.0
Boidae familyası,0.0
boa,0.0
boa yılanı,0.0
boğa yılanı,0.0
yapmak,0.0
Eunectes,-0.813
Eunectes cinsi,-0.813
anakonda,0.0
Pythoninae,0.0
Pythoninae altfamilyası,0.0
piton,0.0
piton yılanı,0.0
paralel,0.0
koşut,0.0
icra etmek,0.0
sahnelemek,0.0
oynamak,0.0
eğik,0.0
Elapidae,-0.94
Elapidae familyası,-0.94
oynamak,0.0
oynamak,0.0
kobra,0.0
kobra yılanı,0.0
oynamak,0.0
oynamak,0.0
rol almak,0.0
sahte davranmak,-0.482
poz yapmak,-0.482
rol yapmak,-0.482
gibi yapmak,0.0
Viperidae,0.0
Viperidae familyası,0.0
engerek,0.0
engerek yılanı,0.0
platonik,-0.7
geçmiş,0.0
prova etmek,0.0
canlandırmak,0.88
çalmak,0.0
çalmak,-0.512
çalmak,0.0
icra etmek,0.0
mevcut,-0.5
bugünkü,-0.5
bu günkü,-0.5
tempo tutmak,0.0
müstakbel,0.0
gelecekteki,0.0
gaga,0.0
eklembacaklı familyası,0.0
eklembacaklı ailesi,0.0
emprovizasyon yapmak,0.0
doğaçlama yapmak,0.0
şarkı söylemek,0.0
sabırlı,0.88
eklembacaklı cinsi,0.0
eklembacaklı genusu,0.0
sabırsız,-0.47
ataerkil,0.0
pederşahi,0.0
düzenlemek,0.0
organize etmek,0.0
Arthropoda,0.0
Arthropoda filumu,0.0
kopyasını çıkarmak,0.0
eklembacaklı,0.0
artropod,0.0
Chelicerata,0.0
Chelicerata üstsınıfı,0.0
Arachnida,0.0
Arachnida sınıfı,0.0
araknoid,0.0
örümceksi,0.0
Scorpionida,0.0
Scorpionida takımı,0.0
yetiştirmek,0.688
üretmek,0.688
akrep,0.0
işlemek,0.623
Araneae,0.0
Araneae takımı,0.0
Araneida,0.0
Araneida takımı,0.0
işlemek,-0.69
örümcek,0.0
sürmek,0.0
yetiştirmek,0.0
taklit etmek,0.0
mükemmel,1.0
kusursuz,1.0
yazmak,0.0
yayınlamak,0.0
Acarina,0.0
Acarina takımı,0.0
akar,0.0
kene,0.0
basmak,0.0
yayınlamak,0.0
neşretmek,0.0
yayımlamak,0.0
kusurlu,-0.592
yetersiz,-0.592
eksik,-0.592
kopya etmek,0.0
kopyasını çıkarmak,0.0
ebedi,0.0
sonsuz,0.0
misafir,0.0
konuk,0.0
sebep olmak,0.0
sebebiyet vermek,0.0
neden olmak,0.0
yol açmak,0.0
yaratmak,0.0
yaratmak,-0.519
Galliformes,0.0
Galliformes takımı,0.0
uyandırmak,-0.519
doğurmak,-0.519
yaratmak,-0.519
kümes hayvanı,0.0
davet etmek,0.0
kaşınmak,0.0
çekmek,-0.5
toplamak,-0.5
Gallus,0.0
Gallus cinsi,0.0
tahrik etmek,-0.485
tavuk,0.0
civciv,0.0
tahrik etmek,0.0
azdırmak,0.0
horoz,0.0
ibik,0.0
tahrik etmek,0.46
tavuk,0.0
sakinleşmek,-0.72
Meleagrididae,-0.755
Meleagrididae familyası,-0.755
endişelendirmek,-0.536
Meleagris,0.0
Meleagris cinsi,0.0
hindi,0.0
dinginleştirmek,0.728
Tetraonidae,0.0
Tetraonidae familyası,0.0
orman tavuğu,0.0
geçirgen,0.0
Tetrao,0.0
Tetrao cinsi,0.0
büyük orman tavuğu,0.0
köpürmek,-0.535
etkilemek,0.0
tesir etmek,0.0
rahatsız etmek,-0.857
duygulandırmak,0.0
hissetmek,0.0
fiziksel,0.0
fiziki,0.0
Phasianidae,0.0
Phasianidae familyası,0.0
barındırmak,-0.519
Phasianus,0.0
Phasianus cinsi,0.0
sülün,0.0
nefret etmek,-0.932
nefret etmek,-0.5
tiksinmek,-0.5
iğrenmek,-0.5
psişik,0.0
sevmek,0.88
inançlı,0.0
mümin,0.0
imansız,-0.731
inançsız,-0.731
hoşlanmamak,-0.522
sevmemek,-0.522
sevmek,0.938
hoşlanmak,0.938
sevmek,0.75
hoşlanmak,0.75
bıldırcın,0.0
soğumak,-0.932
korkutmak,-0.932
korkmak,-0.565
Columbiformes,-0.495
Columbiformes takımı,-0.495
Columbidae,0.0
Columbidae familyası,0.0
güvercin,0.0
sinirlendirmek,-0.5
kızdırmak,-0.5
öfkelendirmek,-0.5
deli etmek,-0.7
sinirlenmek,-0.545
kızmak,-0.545
öfkelenmek,-0.545
Psittaciformes,0.0
Psittaciformes takımı,0.0
rahatsız etmek,-0.67
sinir etmek,-0.67
illet etmek,-0.67
kızdırmak,-0.67
sinirlendirmek,-0.67
papağan,0.0
Psittacidae,0.0
Psittacidae familyası,0.0
kudurmak,-0.5
sataşmak,-0.519
uğraşmak,-0.519
Kakatoe,0.0
Kakatoe cinsi,0.0
Cacatua,0.0
Cacatua cinsi,0.0
kakadu,0.0
kakadu papağanı,0.0
şaşırtmak,0.0
kafasını karıştırmak,0.0
utandırmak,-0.837
rahatsız etmek,-0.837
üzmek,-0.7
kırmak,-0.67
gücendirmek,-0.67
incitmek,-0.67
muzdarip olmak,-0.68
pişman olmak,-0.615
Coraciiformes,-0.837
Coraciiformes takımı,-0.837
üzülmek,-0.964
acı çekmek,-0.805
üzüntü duymak,-0.805
kederlenmek,-0.805
kırmak,0.0
incitmek,0.0
üzmek,0.0
sınırlarını zorlamak,0.0
Alcedinidae,0.0
Alcedinidae familyası,0.0
hayal kırıklığına uğratmak,-1.0
yalıçapkını,0.0
emircik,0.0
iskele kuşu,0.0
bahri,0.0
gururunu kırmak,-0.932
aşağılamak,-0.932
alçaltmak,-0.67
Upupidae,0.0
Upupidae familyası,0.0
çavuşkuşu,0.0
dışa vurmak,0.0
göstermek,0.0
işkence etmek,-0.956
azap vermek,-0.956
eziyet etmek,-0.625
Apodiformes,-0.519
Apodiformes takımı,-0.519
Apodidae,0.0
Apodidae familyası,0.0
karasağan,0.0
cilalı,0.0
Trochilidae,0.0
Trochilidae familyası,0.0
arı kuşu,0.0
özlemek,-0.845
özlemini çekmek,-0.71
hasretini çekmek,-0.71
cesaretlenmek,0.498
büyülemek,0.0
çekmek,1.0
çekici gelmek,1.0
çekici olmak,1.0
popüler,0.94
itmek,0.0
itici olmak,0.0
sevilmeyen,0.0
Piciformes,-0.519
Piciformes takımı,-0.519
Picidae,0.0
Picidae familyası,0.0
olumlu,0.88
pozitif,0.88
ağaçkakan,0.917
umudunu kesmek,-0.512
umudunu kaybetmek,-0.512
ümidini kaybetmek,-0.512
ümidini kesmek,-0.512
umut kesmek,-0.512
ümit kesmek,-0.512
olumsuz,-0.73
negatif,-0.73
menfi,-0.73
ümitli olmak,0.488
umutlu olmak,0.488
nötr,0.0
pozitif,0.88
eksi,-0.932
canlandırmak,-0.731
mümkün,0.0
moralini bozmak,0.6
demoralize etmek,0.6
keyfini kaçırmak,0.6
teselli etmek,0.611
Ramphastidae,0.0
Ramphastidae family,0.0
tukan,0.0
zevk vermek,-0.731
imkansız,-0.731
olanaksız,-0.731
tatmin etmek,0.0
güçlü,0.738
etkili,0.738
kuvvetli,0.738
tesirli,0.738
müessir,0.738
su kuşu,0.0
rahatsız etmek,-0.49
su kuşu,0.0
Anseriformes,-0.519
Anseriformes takımı,-0.519
güçsüz,-0.71
etkisiz,-0.71
aciz,-0.71
Anatidae,0.0
Anatidae familyası,0.0
cesaret vermek,1.0
cesaretlendirmek,1.0
cesaret vermek,1.0
cesaretlendirmek,1.0
ümit vermek,1.0
umut vermek,1.0
kuvvetli,0.488
güçlü,0.488
ördek,-0.731
cesaretini kırmak,-0.522
erkek ördek,0.0
güçsüz,-0.482
zayıf,-0.482
zevk almak,0.668
keyif almak,0.668
ilgisini çekmek,-0.75
sıkmak,-0.964
acısını paylaşmak,-1.0
önemli,0.0
mühim,0.0
büyük,0.0
dilemek,0.0
dilemek,0.88
istemek,-0.519
istemek,0.0
arzulamak,0.0
istemek,0.88
istemek,0.0
kıskanmak,-0.482
göz koymak,-0.482
kaz,0.0
yanıp tutuşmak,0.0
yanıp tutuşmak,0.0
kuğu,0.0
yerini değiştirmek,0.0
Mammalia,0.75
Mammalia sınıfı,0.75
memeliler,0.0
hareketsiz durmak,0.0
kıpırdamadan durmak,0.0
kıpırdamamak,0.0
dişi memeli,0.0
memeli familyası,0.0
memeli ailesi,0.0
gitmek,0.0
memeli cinsi,0.0
memeli genusu,0.0
süzülmek,0.0
mevcut,0.0
uçmak,0.0
namevcut,-0.492
seyahat etmek,-0.519
çıkmak,0.88
gezmek,0.88
gezmek,-0.519
seyahat etmek,-0.519
Prototheria,-0.519
Prototheria altsınıfı,-0.519
Monotremata,0.0
Monotremata takımı,0.0
monotreme,0.0
Ornithorhynchidae,0.0
Ornithorhynchidae familyası,0.0
seyahat etmek,0.478
Ornithorhynchus,0.0
Ornithorhynchus cinsi,0.0
ornitorenk,0.0
ikincil,0.0
tali,0.0
seyretmek,0.0
Metatheria,-0.519
Metatheria altsınıfı,-0.519
Marsupialia,0.0
Marsupialia takımı,0.0
dolaşmak,0.88
keseli memeli,0.0
dolaylı,0.0
indirekt,0.0
Didelphidae,0.0
Didelphidae familyası,0.0
opossum,0.0
uçmak,0.488
temel,0.0
yol vermek,0.0
ayrılmak,-1.0
yola çıkmak,-1.0
gitmek,-1.0
gelmek,0.0
ikincil,-0.472
yan,-0.472
arızi,-0.472
Macropodidae,0.0
Macropodidae familyası,0.0
kanguru,0.0
yaklaşmak,0.0
gelmek,0.0
yerini değiştirmek,0.0
sekonder,0.0
ikincil,0.0
çekmek,0.0
Eutheria,0.0
Eutheria altsınıfı,0.0
nafile,-0.505
boş,-0.505
sonuçsuz,-0.505
etkisiz,-0.505
faydasız,-0.505
öteryan,0.0
buzağı,0.0
durmak,0.0
profesyonel,0.0
Insectivora,0.0
Insectivora takımı,0.0
profesyonel olmayan,0.0
böcekçil hayvan,0.0
Talpidae,0.0
Talpidae familyası,0.0
köstebek,0.0
amatörce,-0.472
başlamak,0.508
Soricidae,0.0
Soricidae familyası,0.0
sivri fare,0.0
sivrifare,0.0
Erinaceidae,0.0
Erinaceidae familyası,0.0
dönmek,-0.512
döndürmek,-0.512
Erinaceus,0.0
Erinaceus cinsi,0.0
kirpi,0.0
debelenmek,-0.48
lades kemiği,0.0
post,0.0
deri,0.0
tüy,0.0
kuş tüyü,0.0
süzülmek,0.0
süpürmek,0.0
kaymak,0.0
bağ,0.0
itip kakmak,-0.63
itmek,0.0
helal,0.603
karın,0.0
alt,0.0
abanmak,0.0
sürüklenmek,0.0
yüzdürmek,0.0
sürüklenmek,0.0
yağır,0.0
sallanmak,-0.592
kabuk,0.0
pul,0.0
sallamak,-0.47
ileri geri gitmek,0.0
kabuk,0.0
omurgasız,0.0
Parazoa,0.0
Parazoa altalemi,0.0
Porifera,0.0
Porifera filumu,0.0
sünger,0.0
atmak,0.0
atmak,0.0
tempo tutmak,0.0
Metazoa,0.0
Metazoa altalemi,0.0
boş boş gezmek,-0.512
Cnidaria,0.0
Cnidaria filumu,0.0
Coelenterata,0.0
Coelenterata filumu,0.0
gururlu,0.698
onurlu,0.698
şerefli,0.698
mağrur,0.698
selentere,0.0
yürüyüş yapmak,0.0
polip,0.0
kıvrılarak gitmek,0.0
kıvrılarak ilerlemek,0.0
denizanası,0.0
deniz anası,0.0
medüz,0.0
alçak gönüllü,0.88
alçakgönüllü,0.88
mütevazı,0.88
mütevazi,0.88
sürünerek ilerlemek,-0.5
sıyrılmak,0.0
süzülmek,0.0
mercan,-0.519
titremek,0.0
tir tir titremek,-0.472
sallamak,-0.472
karıştırmak,0.0
kurt,0.0
Platyhelminthes,0.0
Platyhelminthes filumu,0.0
şerit,0.0
saf,0.88
masum,0.88
Cestoda,0.0
Cestoda sınıfı,0.0
dalgalanmak,0.0
katıksız,0.0
saf,0.0
sürüklenmek,0.0
geri çekilmek,-0.5
çekilmek,-0.5
ricat etmek,-0.5
yüzmek,0.0
yürümek,0.0
yürütmek,0.0
dönmek,0.0
yön değiştirmek,0.0
Annelida,0.0
Annelida filumu,0.0
halkalı solucan,0.0
yüzünü dönmek,0.0
yüzünü çevirmek,0.0
Oligochaeta,-0.519
Oligochaeta sınıfı,-0.519
solucan,0.0
devrilmek,0.0
devirmek,0.0
Hirudinea,0.0
Hirudinea sınıfı,0.0
sülük,0.0
sessizce sokulmak,0.0
geçmek,0.0
katetmek,0.0
yumuşakça familyası,0.0
yumuşakça ailesi,0.0
yürümek,0.0
yumuşakça cinsi,0.0
yumuşakça genusu,0.0
sessiz,0.0
sessiz,0.88
Mollusca,0.0
Mollusca filumu,0.0
yumuşakçalar,0.0
gürültülü,-0.519
Gastropoda,0.0
Gastropoda sınıfı,0.0
Gasteropoda,0.0
Gasteropoda sınıfı,0.0
karından bacaklı,0.0
suda yürümek,0.0
kabararak yürümek,0.88
aksamak,-0.48
topallamak,-0.48
gezinmek,0.88
sümüklüböcek,0.0
sümüklü böcek,0.0
uygun adım yürümek,0.0
yürüyüş yapmak,0.0
rasyonel,0.88
akılcı,0.88
tırmanmak,0.0
irrasyonel,-0.5
akılcı olmayan,-0.5
sendelemek,-0.5
yalpalamak,-0.5
sapmak,0.0
ayrılmak,0.0
koşmak,0.0
adımlamak,0.0
sakal,0.0
Bivalvia,0.0
Bivalvia sınıfı,0.0
Lamellibranchia,0.0
Lamellibranchia sınıfı,0.0
Pelecypoda,0.0
Pelecypoda sınıfı,0.0
iki kabuklu,-0.519
deniz kabuğu,-0.667
sürmek,0.0
kullanmak,0.0
yönlendirmek,0.0
Ostreidae,0.0
Ostreidae familyası,0.0
istiridye,-0.731
reel,0.508
nominal,0.0
park etmek,0.0
parketmek,0.0
bisiklete binmek,-0.545
trenle gitmek,0.0
midye,0.0
gerçeküstü,0.0
makul,0.0
mantıklı,0.0
kayak yapmak,0.0
uçmak,0.0
uçak kullanmak,0.0
Cephalopoda,0.0
Cephalopoda sınıfı,0.0
kafadanbacaklı,0.0
kafadan bacaklı,0.0
kafadan bacaklı yumuşakça,0.0
kafadanbacaklı yumuşakça,0.0
Dibranchiata,0.0
Dibranchiata altsınıfı,0.0
Dibranchia,0.0
Dibranchia altsınıfı,0.0
Octopoda,-0.519
Octopoda takımı,-0.519
Octopodidae,0.0
Octopodidae familyası,0.0
Octopus cinsi,0.0
ahtapot,0.0
sörf yapmak,0.0
sörf yapmak,0.0
rüzgar sörfü yapmak,0.0
Crustacea,0.0
Crustacea sınıfı,0.0
kabuklular,0.0
Malacostraca,0.0
Malacostraca altsınıfı,0.0
Decapoda,0.0
Decapoda takımı,0.0
sevketmek,-1.0
nakletmek,-1.0
Brachyura,0.0
Brachyura alttakımı,0.0
yengeç,0.0
nakletmek,0.0
taşımak,0.0
göndermek,0.0
yollamak,0.0
binmek,0.0
~le gitmek,0.0
düzenli,0.508
otostop yapmak,0.0
Reptantia,0.0
Reptantia alttakımı,0.0
rutin,0.0
ıstakoz,0.0
istakoz,0.0
binmek,0.0
attan inmek,0.0
yüzmek,0.0
atlamak,0.0
fırlamak,0.0
yükselmek,0.0
çıkmak,0.0
tırmanmak,0.0
doğmak,0.0
batmak,0.0
düşmek,0.0
azalmak,0.0
gömülmek,0.0
batmak,0.0
düşmek,0.0
indirmek,0.0
alçaltmak,0.0
figüratif,0.0
yükseltmek,0.0
nesnel,0.0
objektif,0.0
Ciconiiformes,0.0
Ciconiiformes takımı,0.0
düşmek,0.0
saygıdeğer,0.88
saygın,0.88
Ciconiidae,0.0
Ciconiidae familyası,0.0
leylek,0.0
düşürmek,0.0
Leptoptilus,0.0
Leptoptilus cinsi,0.0
marabu,0.0
murabutkuşu,0.0
Threskiornithidae,0.0
Threskiornithidae familyası,0.0
Ibidiidae,0.0
Ibidiidae familyası,0.0
ibis,0.0
Phoenicopteridae,0.0
Phoenicopteridae familyası,0.0
flamingo,0.0
Ardeidae,0.0
Ardeidae familyası,0.0
ayağa kalkmak,0.0
balıkçıl,0.0
balıkçıl kuşu,0.0
pozisyon değiştirmek,0.0
oturmak,0.0
yatmak,0.0
uzanmak,0.0
çökmek,-0.502
saygıdeğer,0.88
saygın,0.88
batırmak,0.0
yerleştirmek,0.0
yerleşmek,0.0
sorumlu,0.0
yıkılmak,-0.49
çökmek,-0.49
patlatmak,-0.472
batmak,0.0
yüzeye çıkmak,0.488
sorumsuz,-0.502
geçmek,0.0
ilerlemek,0.0
öne almak,0.88
ilerletmek,0.88
çekilmek,0.0
çekmek,0.0
ilerlemek,0.488
Charadriiformes,0.0
Charadriiformes takımı,0.0
geri geri gitmek,0.0
deniz kuşu,0.0
geri geri götürmek,-0.731
izlemek,0.0
takip etmek,0.0
götürmek,0.0
takip etmek,0.0
izlemek,0.0
takip etmek,0.0
izlemek,0.0
kovmak,0.0
kovalamak,0.0
dönmek,0.0
geri dönmek,0.0
varmak,0.0
ulaşmak,0.0
vasıl olmak,0.0
ayrılmak,0.0
kalmak,0.0
gitmek,0.0
yola çıkmak,0.0
ritmik,0.0
yola çıkmak,0.0
çıkmak,0.0
terk etmek,0.0
Lari,0.0
Lari alttakımı,0.0
Laridae,0.0
Laridae familyası,0.0
inmek,0.0
zengin,0.88
martı,0.0
girmek,0.0
fakir,-0.731
yoksul,-0.731
fukara,-0.731
binmek,0.0
yetişmek,0.0
ulaşmak,0.0
varmak,0.0
yetişmek,0.0
solak,0.0
görüşmek,0.0
kesişmek,0.0
toplanmak,0.0
sağ,0.0
eşlik etmek,0.0
yanında bulunmak,0.0
sol,0.0
Pelecaniformes,0.0
Pelecaniformes takımı,0.0
Pelecanidae,0.0
Pelecanidae familyası,0.0
pelikan,0.0
boşalmak,0.0
Phalacrocoracidae,0.0
Phalacrocoracidae familyası,0.0
dağılmak,0.0
Phalacrocorax,0.0
Phalacrocorax cinsi,0.0
karabatak,0.0
ayrılmak,0.0
Sphenisciformes,0.0
Sphenisciformes takımı,0.0
Spheniscidae,0.0
Spheniscidae familyası,0.0
penguen,0.0
bölmek,0.0
ayırmak,0.0
güçsüz,-0.795
Procellariiformes,0.0
Procellariiformes takımı,0.0
küre,0.0
top,0.0
kıvrılmak,0.0
Diomedeidae,0.0
Diomedeidae familyası,0.0
albatros,0.0
dönmek,0.0
sapmak,0.0
yön değiştirmek,0.0
düzlemek,0.488
düzleştirmek,0.488
bükülmek,-0.731
kıvrılmak,-0.731
oval,0.0
yumurta biçiminde,0.0
yumurta şeklinde,0.0
yumurta biçimli,0.0
yumurta şekilli,0.0
beyzi,0.0
eğimlenmek,0.0
eğimli olmak,0.0
suda yaşayan memeli,0.0
su memelisi,0.0
Cetacea,0.0
Cetacea takımı,0.0
balina,0.0
eğilmek,0.0
yana yatmak,0.0
yatmak,0.0
yıkılmak,0.0
Odontoceti,0.0
Odontoceti alttakımı,0.0
Physeteridae,0.0
Physeteridae familyası,0.0
Physeter,0.0
Physeter cinsi,0.0
kaşalot,0.0
dolaştırmak,0.0
dağıtmak,0.0
Delphinidae,0.0
Delphinidae familyası,0.0
yunus,0.0
dönmek,0.0
çevirmek,0.0
döndürmek,0.0
dindışı,-0.512
sollamak,0.0
geçmek,0.0
Carnivora,0.0
Carnivora takımı,0.0
etobur,0.0
etçil,0.0
Pinnipedia,0.0
Pinnipedia alttakımı,0.0
geçmek,0.0
aynı,0.0
geçirmek,0.0
yaklaşmak,0.0
farklı,0.0
değişik,0.0
ayrımlı,0.0
muhtelif,0.0
çeşitli,0.0
farklı,0.0
germek,0.0
uçmak,0.0
farklı,0.0
ilgisiz,0.0
alakasız,0.0
Odobenidae,0.0
Odobenidae familyası,0.0
sürmek,0.0
Odobenus,0.0
Odobenus cinsi,0.0
deniz aygırı,0.0
hareket etmek,0.0
kıpırdanmak,0.0
sallanmak,0.0
ağırdan almak,0.0
Canidae,0.0
Canidae familyası,0.0
köpekgiller,0.0
başka,0.0
farklı,0.0
başka,0.0
farklı,0.0
Canis,0.0
